id,pod,pod_detail1,pod_detail2,act,value
RCB,NonSUS,Orthotics,BPA382: Amoena Contact 3s Comfort,5,505
RCB,NonSUS,Orthotics,BPA383: Amoena Contact,2,202
RCB,NonSUS,Orthotics,BPA384: Amoena Contact Light 1s,1,101
RCB,NonSUS,Orthotics,BPA385: Amoena Contact Light,1,101
RCB,NonSUS,Orthotics,BPA386: Amoena,1,101
RCB,NonSUS,Orthotics,BPA390: Amoena Natura Light 2s Comfort,12,1020
RCB,NonSUS,Orthotics,BPA391: Amoena Natura Light 3s Comfort,3,255
RCB,NonSUS,Orthotics,BPA392: Amoena Natura Light 2a,5,425
RCB,NonSUS,Orthotics,BPA393: Amoena Natura 2a,1,85
RCB,NonSUS,Orthotics,BPA395: Amoena Natura,20,1700
RCB,NonSUS,Orthotics,BPA397: Amoena,28,2324
RCB,NonSUS,Orthotics,BPA442: Amoena Essential Light 2s,1,81
RCB,NonSUS,Orthotics,BPA664: Amoena Natura Light 1s,2,170
RCB,NonSUS,Orthotics,BPS12812: Silima Nipples,1,15
RCB,NonSUS,Orthotics,BPS330: Silima,1,83
RCB,NonSUS,Orthotics,BPS370: Silima,1,83
RCB,NonSUS,Orthotics,BPS378: Slima Elegance,55,4565
RCB,NonSUS,Orthotics,BPS380: Slima,2,202
RCB,NonSUS,Orthotics,BPS390: Slima Conform,11,913
RCB,NonSUS,Orthotics,BPS397: Amoena Natura,1,83
RCB,NonSUS,Orthotics,BPT150: Trulife Sublime,7,1134
RCB,NonSUS,Orthotics,BPT344: Trulife E Supreme,1,80
RCB,NonSUS,Orthotics,BPT471: Trulife Harmony Silk Triangle,9,720
RCB,NonSUS,Orthotics,BPT472: Trulife Harmony Silk Plus Triangle,1,80
RCB,NonSUS,Orthotics,BPT473: Trulife Harmony Silk Teardrop,1,80
RCB,NonSUS,Orthotics,BPT477: Trulife Harmony Silk Flex,5,400
RCB,NonSUS,Orthotics,BPT481: Truelife Harmony Silk Ultima,14,1120
RCB,NonSUS,Orthotics,BPT543: Trulife Evenly You,1,73
RCB,NonSUS,Orthotics,BPT57005: Trulife Nipple Set,1,15
RCB,NonSUS,Orthotics,BPT633: Trulife Symphony,9,657
RCB,NonSUS,Orthotics,ORTH-ATT: Orthotics - Attendances (658),9360,1329120
RCB,NonSUS,Orthotics,ORTH-B: Orthotics - Bespoke,396.6,12767.5295
RCB,NonSUS,Orthotics,ORTH-S: Orthotics - Stock,7,371.82
RCB,NonSUS,Therapies,650 - Physiotherapy [CSDT]: FASP (WF01B),265,9275
RCB,NonSUS,Therapies,650 - Physiotherapy [CSDT]: FUPSP (WF01A),2726,95410
RCB,NonSUS,Therapies,650 - Physiotherapy: FASP (WF01B),9440,264320
RCB,NonSUS,Therapies,650 - Physiotherapy: FUPSP (WF01A),24980,699440
RCB,NonSUS,Therapies,650 - Physiotherapy: NF2F,837,19903.86
RCB,NonSUS,Therapies,651 - Occupational Therapy: FASP (WF01B),1018,63116
RCB,NonSUS,Therapies,651 - Occupational Therapy: FUPSP (WF01A),2254,69874
RCB,NonSUS,Therapies,651 - Occupational Therapy: NF2F,2,47.56
RCB,NonSUS,Therapies,652 - Speech and Language Therapy: FAMP (WF02B),4,468
RCB,NonSUS,Therapies,652 - Speech and Language Therapy: FASP (WF01B),572,66924
RCB,NonSUS,Therapies,652 - Speech and Language Therapy: FUPMP (WF02A),40,4680
RCB,NonSUS,Therapies,652 - Speech and Language Therapy: FUPSP (WF01A),1659,194103
RCB,NonSUS,Therapies,652 - Speech and Language Therapy: NF2F,319,7585.82
RCB,NonSUS,Therapies,654 - Dietetics: FAMP (WF02B),4,136
RCB,NonSUS,Therapies,654 - Dietetics: FASP (WF01B),1922,65348
RCB,NonSUS,Therapies,654 - Dietetics: FUPMP (WF02A),1,34
RCB,NonSUS,Therapies,654 - Dietetics: FUPSP (WF01A),2532,86088
RCB,NonSUS,Therapies,654 - Dietetics: NF2F,213,5065.14
RCB,NonSUS,Therapies,656 - Clinical Psychology: FASP (WF01B),523,119244
RCB,NonSUS,Therapies,656 - Clinical Psychology: FUPSP (WF01A),2163,493164
RCB,NonSUS,Unbundled HRGs,RA69Z - Complex Computerised Tomography Scan,30,14100
RCB,NonSUS,Unbundled HRGs,"SD03A - Hospital Specialist Palliative Care Support, 19 years and over",6952,681296
RCB,NonSUS,Unbundled HRGs,"SD03B - Hospital Specialist Palliative Care Support, 18 years and under",6,588
RCB,NonSUS,Unbundled HRGs,VC04Z - Stroke,3593,1081493
RCB,NonSUS,Unbundled HRGs,VC06Z - Brain Injuries,16,4816
RCB,NonSUS,Unbundled HRGs,VC12Z - Other Neurological Disorders,14,4214
RCB,NonSUS,Unbundled HRGs,VC14Z - Amputation of Limb,26,7826
RCB,NonSUS,Unbundled HRGs,VC16Z - Hip Fracture,73,21973
RCB,NonSUS,Unbundled HRGs,VC18Z - Joint Replacement,114,34314
RCB,NonSUS,Unbundled HRGs,VC24Z - Other Musculoskeletal Disorders,59,17759
RCB,NonSUS,Unbundled HRGs,VC34Z - Rehabilitation following Other Reconstructive Surgery,18,5418
RCB,NonSUS,Unbundled HRGs,VC36Z - Other Trauma,9,2709
RCB,NonSUS,Unbundled HRGs,VC42Z - Other Disorders,249,74949
RCB,NonSUS,VET,Assessment,9969,1864203
RCB,NonSUS,VET,Procedure,8922,996530
RCB,NonSUS,VET,XD46Z - Eylea,6028,3161083.2
RCB,NonSUS,VET,XD46Z - Lucentis,2894,1548290
RCB,PROC,AB05Z,,12,2084.628672
RCB,PROC,AB06Z,,43,7469.919408
RCB,PROC,BZ04Z,,294,46513.27724
RCB,PROC,BZ07A,,115,12842.80164
RCB,PROC,BZ07B,,4,554.246512
RCB,PROC,BZ10A,,57,6660.264522
RCB,PROC,BZ13Z,,222,31219.79606
RCB,PROC,BZ19Z,,234,27342.13856
RCB,PROC,BZ22Z,,183,26492.15604
RCB,PROC,BZ23Z,,5952,658544.1243
RCB,PROC,CZ01T,,46,4851.725064
RCB,PROC,CZ01Y,,2100,282293.466
RCB,PROC,CZ02Y,,17,1828.186256
RCB,PROC,CZ08T,,393,43482.50014
RCB,PROC,CZ08Y,,4259,510862.2458
RCB,PROC,CZ12U,,10,1065.06326
RCB,PROC,CZ12Y,,35,3908.67876
RCB,PROC,CZ13Y,,28,3213.802536
RCB,PROC,EA45Z,,666,188007.4484
RCB,PROC,EA47Z,,4349,724024.8339
RCB,PROC,FZ54Z,,41,13821.00537
RCB,PROC,FZ57Z,,1347,217285.3135
RCB,PROC,FZ60Z,,10,3505.40238
RCB,PROC,JA18C,,544,174943.3617
RCB,PROC,JC03C,,1,109.608452
RCB,PROC,JC04C,,24,2829.138912
RCB,PROC,JC05C,,76,9980.573384
RCB,PROC,JC09Z,,525,48858.4845
RCB,PROC,JC10Z,,1463,204228.4652
RCB,PROC,JC11Z,,584,95413.12342
RCB,PROC,JC14Z,,999,115696.8913
RCB,PROC,JC15Z,,2323,295455.7866
RCB,PROC,JC18Z,,875,96812.18225
RCB,PROC,JC46Z,,80,11168
RCB,PROC,JC47Z,,5619,429965.88
RCB,PROC,LB42A,,13,3400.964138
RCB,PROC,MA21Z,,716,370927.4101
RCB,PROC,MA23Z,,1407,194956.2106
RCB,PROC,MA25Z,,93,12116.90416
RCB,PROC,QZ14B,,21,4538.410338
RCB,PROC,SA13A,,28,4053.44464
RCB,XBDs,AA,,4469,914984.4722
RCB,XBDs,BZ,,197,48685.79948
RCB,XBDs,CZ,,750,170176.4281
RCB,XBDs,DZ,,3105,593979.5759
RCB,XBDs,EA,,650,136017.8847
RCB,XBDs,EB,,1349,281774.3769
RCB,XBDs,FZ,,2297,489414.1467
RCB,XBDs,GA,,13,2701.951746
RCB,XBDs,GB,,387,80435.02505
RCB,XBDs,GC,,295,61313.52039
RCB,XBDs,HA,,2897,623088.8922
RCB,XBDs,HB,,1485,319394.893
RCB,XBDs,HC,,630,135500.8637
RCB,XBDs,HD,,285,61298.00976
RCB,XBDs,HR,,729,156793.8565
RCB,XBDs,JA,,42,8903.10162
RCB,XBDs,JC,,332,70376.89852
RCB,XBDs,JD,,296,62745.66856
RCB,XBDs,KA,,103,20023.18929
RCB,XBDs,KB,,136,26438.38585
RCB,XBDs,KC,,96,18662.39002
RCB,XBDs,LA,,849,173824.5283
RCB,XBDs,LB,,456,93361.5841
RCB,XBDs,MA,,51,13025.82707
RCB,XBDs,MB,,31,7917.659594
RCB,XBDs,NZ,,556,206398.9194
RCB,XBDs,PA,,194,57172.18218
RCB,XBDs,PB,,5,1473.50985
RCB,XBDs,QZ,,768,171535.1593
RCB,XBDs,RC,,145,33735.62025
RCB,XBDs,SA,,750,178372.245
RCB,XBDs,VA,,504,108400.6909
RCB,XBDs,WA,,1583,320830.1432
