id,Trust,POD,detail_01,detail_02,detail_03,detail_04,act,value
Inpatients,RCB,EL,K,KA,KA03,KA03B,4,8
Inpatients,RCB,EL,K,KA,KA04,KA04Z,1,4
Inpatients,RCB,EL,K,KA,KA09,KA09A,8,24
Inpatients,RCB,EL,K,KA,KA09,KA09B,26,63
Inpatients,RCB,EL,K,KC,KC05,KC05A,1,2
Inpatients,RCB,EL,K,KC,KC05,KC05B,3,1
Inpatients,RCB,EL,L,LA,LA04,LA04D,3,4
Inpatients,RCB,EL,L,LA,LA04,LA04E,4,4
Inpatients,RCB,EL,L,LA,LA04,LA04F,3,3
Inpatients,RCB,EL,L,LA,LA05,LA05Z,6,7
Inpatients,RCB,EL,L,LA,LA07,LA07E,1,3
Inpatients,RCB,EL,L,LA,LA07,LA07F,1,4
Inpatients,RCB,EL,L,LA,LA08,LA08B,3,7
Inpatients,RCB,EL,L,LA,LA08,LA08F,4,1
Inpatients,RCB,EL,L,LA,LA09,LA09E,1,4
Inpatients,RCB,EL,L,LA,LA09,LA09F,1,2
Inpatients,RCB,EL,L,LA,LA09,LA09H,1,1
Inpatients,RCB,EL,L,LB,LB01,LB01A,2,5
Inpatients,RCB,EL,L,LB,LB01,LB01B,2,4
Inpatients,RCB,EL,L,LB,LB05,LB05A,2,5
Inpatients,RCB,EL,L,LB,LB05,LB05B,5,8
Inpatients,RCB,EL,L,LB,LB05,LB05C,3,4
Inpatients,RCB,EL,L,LB,LB06,LB06D,2,7
Inpatients,RCB,EL,L,LB,LB06,LB06E,7,9
Inpatients,RCB,EL,L,LB,LB06,LB06F,1,1
Inpatients,RCB,EL,L,LB,LB06,LB06G,1,1
Inpatients,RCB,EL,L,LB,LB09,LB09D,89,67
Inpatients,RCB,EL,L,LB,LB10,LB10A,1,5
Inpatients,RCB,EL,L,LB,LB13,LB13A,87,148
Inpatients,RCB,EL,L,LB,LB13,LB13B,61,86
Inpatients,RCB,EL,L,LB,LB14,LB14Z,92,45
Inpatients,RCB,EL,L,LB,LB15,LB15E,15,5
Inpatients,RCB,EL,L,LB,LB16,LB16A,1,2
Inpatients,RCB,EL,L,LB,LB16,LB16B,1,1
Inpatients,RCB,EL,L,LB,LB16,LB16C,2,1
Inpatients,RCB,EL,L,LB,LB18,LB18Z,1,1
Inpatients,RCB,EL,L,LB,LB19,LB19A,1,1
Inpatients,RCB,EL,L,LB,LB19,LB19B,1,1
Inpatients,RCB,EL,L,LB,LB20,LB20A,1,2
Inpatients,RCB,EL,L,LB,LB21,LB21Z,1,4
Inpatients,RCB,EL,L,LB,LB25,LB25A,20,55
Inpatients,RCB,EL,L,LB,LB25,LB25B,50,91
Inpatients,RCB,EL,L,LB,LB25,LB25C,52,86
Inpatients,RCB,EL,L,LB,LB26,LB26Z,18,23
Inpatients,RCB,EL,L,LB,LB27,LB27Z,7,8
Inpatients,RCB,EL,L,LB,LB28,LB28A,3,3
Inpatients,RCB,EL,L,LB,LB28,LB28B,1,1
Inpatients,RCB,EL,L,LB,LB29,LB29A,1,3
Inpatients,RCB,EL,L,LB,LB35,LB35B,2,2
Inpatients,RCB,EL,L,LB,LB38,LB38A,1,2
Inpatients,RCB,EL,L,LB,LB38,LB38B,1,1
Inpatients,RCB,EL,L,LB,LB39,LB39B,1,7
Inpatients,RCB,EL,L,LB,LB40,LB40A,1,1
Inpatients,RCB,EL,L,LB,LB40,LB40B,2,2
Inpatients,RCB,EL,L,LB,LB42,LB42A,5,1
Inpatients,RCB,EL,L,LB,LB51,LB51Z,7,6
Inpatients,RCB,EL,L,LB,LB52,LB52Z,2,3
Inpatients,RCB,EL,L,LB,LB53,LB53A,9,12
Inpatients,RCB,EL,L,LB,LB54,LB54A,6,6
Inpatients,RCB,EL,L,LB,LB54,LB54C,1,1
Inpatients,RCB,EL,L,LB,LB55,LB55A,9,6
Inpatients,RCB,EL,L,LB,LB56,LB56A,4,3
Inpatients,RCB,EL,L,LB,LB57,LB57A,1,3
Inpatients,RCB,EL,L,LB,LB57,LB57B,1,1
Inpatients,RCB,EL,L,LB,LB58,LB58A,1,1
Inpatients,RCB,EL,L,LB,LB59,LB59Z,2,6
Inpatients,RCB,EL,L,LB,LB60,LB60A,4,35
Inpatients,RCB,EL,L,LB,LB60,LB60B,12,55
Inpatients,RCB,EL,L,LB,LB61,LB61A,3,19
Inpatients,RCB,EL,L,LB,LB61,LB61B,18,70
Inpatients,RCB,EL,L,LB,LB62,LB62A,13,59
Inpatients,RCB,EL,L,LB,LB62,LB62B,6,24
Inpatients,RCB,EL,L,LB,LB64,LB64A,1,3
Inpatients,RCB,EL,L,LB,LB64,LB64B,51,101
Inpatients,RCB,EL,L,LB,LB65,LB65A,6,15
Inpatients,RCB,EL,L,LB,LB65,LB65B,76,126
Inpatients,RCB,EL,L,LB,LB68,LB68Z,8,17
Inpatients,RCB,EL,L,LB,LB70,LB70A,5,12
Inpatients,RCB,EL,L,LB,LB70,LB70B,1,2
Inpatients,RCB,EL,L,LB,LB72,LB72A,12,3
Inpatients,RCB,EL,M,MA,MA01,MA01Z,1,4
Inpatients,RCB,EL,M,MA,MA02,MA02Z,25,82
Inpatients,RCB,EL,M,MA,MA03,MA03A,14,34
Inpatients,RCB,EL,M,MA,MA03,MA03B,14,30
Inpatients,RCB,EL,M,MA,MA04,MA04A,5,9
Inpatients,RCB,EL,M,MA,MA04,MA04B,14,23
Inpatients,RCB,EL,M,MA,MA06,MA06Z,23,72
Inpatients,RCB,EL,M,MA,MA07,MA07C,6,23
Inpatients,RCB,EL,M,MA,MA07,MA07D,116,339
Inpatients,RCB,EL,M,MA,MA08,MA08Z,62,144
Inpatients,RCB,EL,M,MA,MA09,MA09Z,11,18
Inpatients,RCB,EL,M,MA,MA10,MA10Z,5,5
Inpatients,RCB,EL,M,MA,MA11,MA11Z,7,14
Inpatients,RCB,EL,M,MA,MA12,MA12Z,22,21
Inpatients,RCB,EL,M,MA,MA17,MA17C,8,6
Inpatients,RCB,EL,M,MA,MA19,MA19A,9,6
Inpatients,RCB,EL,M,MA,MA21,MA21Z,13,4
Inpatients,RCB,EL,M,MA,MA22,MA22Z,4,3
Inpatients,RCB,EL,M,MA,MA23,MA23Z,5,3
Inpatients,RCB,EL,M,MA,MA24,MA24Z,3,3
Inpatients,RCB,EL,M,MA,MA25,MA25Z,2,1
Inpatients,RCB,EL,M,MA,MA26,MA26Z,2,8
Inpatients,RCB,EL,M,MA,MA27,MA27Z,1,1
Inpatients,RCB,EL,M,MA,MA28,MA28Z,2,6
Inpatients,RCB,EL,M,MA,MA29,MA29Z,2,3
Inpatients,RCB,EL,M,MA,MA30,MA30Z,8,10
Inpatients,RCB,EL,M,MB,MB01,MB01B,1,1
Inpatients,RCB,EL,M,MB,MB03,MB03A,1,2
Inpatients,RCB,EL,M,MB,MB03,MB03B,6,5
Inpatients,RCB,EL,M,MB,MB04,MB04A,1,2
Inpatients,RCB,EL,M,MB,MB04,MB04B,1,1
Inpatients,RCB,EL,M,MB,MB05,MB05A,4,2
Inpatients,RCB,EL,M,MB,MB08,MB08Z,2,1
Inpatients,RCB,EL,N,NZ,NZ12,NZ12F,1,2
Inpatients,RCB,EL,N,NZ,NZ13,NZ13A,3,7
Inpatients,RCB,EL,N,NZ,NZ13,NZ13B,21,35
Inpatients,RCB,EL,N,NZ,NZ14,NZ14B,1,2
Inpatients,RCB,EL,P,PA,PA01,PA01A,2,2
Inpatients,RCB,EL,P,PA,PA01,PA01B,2,2
Inpatients,RCB,EL,P,PA,PA02,PA02B,2,2
Inpatients,RCB,EL,P,PA,PA16,PA16A,1,5
Inpatients,RCB,EL,P,PA,PA21,PA21A,1,2
Inpatients,RCB,EL,P,PA,PA23,PA23A,1,1
Inpatients,RCB,EL,P,PA,PA24,PA24Z,1,1
Inpatients,RCB,EL,P,PA,PA26,PA26A,1,2
Inpatients,RCB,EL,P,PA,PA26,PA26B,6,6
Inpatients,RCB,EL,P,PA,PA28,PA28A,1,2
Inpatients,RCB,EL,P,PA,PA29,PA29Z,1,1
Inpatients,RCB,EL,P,PA,PA30,PA30A,1,1
Inpatients,RCB,EL,P,PA,PA34,PA34A,2,2
Inpatients,RCB,EL,P,PA,PA35,PA35B,2,1
Inpatients,RCB,EL,P,PA,PA57,PA57Z,3,5
Inpatients,RCB,EL,P,PA,PA60,PA60C,1,1
Inpatients,RCB,EL,P,PA,PA62,PA62Z,1,1
Inpatients,RCB,EL,P,PA,PA63,PA63C,1,1
Inpatients,RCB,EL,P,PA,PA68,PA68Z,1,1
Inpatients,RCB,EL,P,PB,PB02,PB02Z,4,2
Inpatients,RCB,EL,Q,QZ,QZ01,QZ01A,16,153
Inpatients,RCB,EL,Q,QZ,QZ01,QZ01B,2,13
Inpatients,RCB,EL,Q,QZ,QZ02,QZ02A,29,193
Inpatients,RCB,EL,Q,QZ,QZ02,QZ02B,5,23
Inpatients,RCB,EL,Q,QZ,QZ03,QZ03Z,5,43
Inpatients,RCB,EL,Q,QZ,QZ04,QZ04Z,14,54
Inpatients,RCB,EL,Q,QZ,QZ05,QZ05A,2,7
Inpatients,RCB,EL,Q,QZ,QZ05,QZ05B,2,2
Inpatients,RCB,EL,Q,QZ,QZ11,QZ11B,3,30
Inpatients,RCB,EL,Q,QZ,QZ12,QZ12Z,4,10
Inpatients,RCB,EL,Q,QZ,QZ13,QZ13A,14,17
Inpatients,RCB,EL,Q,QZ,QZ13,QZ13B,1,1
Inpatients,RCB,EL,Q,QZ,QZ14,QZ14A,2,1
Inpatients,RCB,EL,Q,QZ,QZ14,QZ14B,2,1
Inpatients,RCB,EL,Q,QZ,QZ15,QZ15A,2,13
Inpatients,RCB,EL,Q,QZ,QZ15,QZ15B,26,40
Inpatients,RCB,EL,Q,QZ,QZ15,QZ15C,5,5
Inpatients,RCB,EL,Q,QZ,QZ16,QZ16B,6,8
Inpatients,RCB,EL,Q,QZ,QZ16,QZ16C,2,2
Inpatients,RCB,EL,Q,QZ,QZ17,QZ17B,5,9
Inpatients,RCB,EL,Q,QZ,QZ17,QZ17C,4,24
Inpatients,RCB,EL,Q,QZ,QZ20,QZ20Z,5,2
Inpatients,RCB,EL,Q,QZ,QZ21,QZ21A,2,3
Inpatients,RCB,EL,Q,QZ,QZ21,QZ21B,2,3
Inpatients,RCB,EL,Q,QZ,QZ22,QZ22A,5,6
Inpatients,RCB,EL,Q,QZ,QZ22,QZ22B,11,12
Inpatients,RCB,EL,Q,QZ,QZ23,QZ23Z,1,16
Inpatients,RCB,EL,R,RC,RC02,RC02Z,42,53
Inpatients,RCB,EL,R,RC,RC12,RC12A,3,25
Inpatients,RCB,EL,R,RC,RC12,RC12C,9,64
Inpatients,RCB,EL,R,RC,RC12,RC12D,1,9
Inpatients,RCB,EL,R,RC,RC13,RC13C,1,8
Inpatients,RCB,EL,R,RC,RC14,RC14Z,15,29
Inpatients,RCB,EL,R,RC,RC16,RC16Z,6,13
Inpatients,RCB,EL,R,RC,RC32,RC32Z,6,25
Inpatients,RCB,EL,R,RC,RC41,RC41Z,10,25
Inpatients,RCB,EL,S,SA,SA01,SA01D,1,2
Inpatients,RCB,EL,S,SA,SA04,SA04D,7,9
Inpatients,RCB,EL,S,SA,SA04,SA04F,1,1
Inpatients,RCB,EL,S,SA,SA06,SA06F,1,1
Inpatients,RCB,EL,S,SA,SA13,SA13A,13,1
Inpatients,RCB,EL,S,SA,SA13,SA13B,1,1
Inpatients,RCB,EL,S,SA,SA25,SA25D,2,14
Inpatients,RCB,EL,S,SA,SA30,SA30Z,9,4
Inpatients,RCB,EL,S,SA,SA31,SA31Z,5,14
Inpatients,RCB,EL,S,SA,SA32,SA32Z,2,1
Inpatients,RCB,EL,V,VA,VA10,VA10A,1,3
Inpatients,RCB,EL,V,VA,VA10,VA10C,2,4
Inpatients,RCB,EL,W,WA,WA03,WA03V,1,4
Inpatients,RCB,EL,W,WA,WA06,WA06W,1,13
Inpatients,RCB,EL,W,WA,WA07,WA07Z,1,1
Inpatients,RCB,EL,W,WA,WA12,WA12V,1,3
Inpatients,RCB,EL,W,WA,WA12,WA12X,2,3
Inpatients,RCB,EL,W,WA,WA12,WA12Y,4,4
Inpatients,RCB,EL,W,WA,WA16,WA16W,1,1
Inpatients,RCB,EL,W,WA,WA17,WA17V,2,5
Inpatients,RCB,EL,W,WA,WA17,WA17X,2,2
Inpatients,RCB,EL,W,WA,WA18,WA18V,1,1
Inpatients,RCB,EL,W,WA,WA19,WA19W,2,1
Inpatients,RCB,EL,W,WA,WA20,WA20W,3,1
Inpatients,RCB,EL,W,WA,WA21,WA21W,2,2
Inpatients,RCB,EL,W,WA,WA22,WA22V,19,1
Inpatients,RCB,EL,W,WA,WA22,WA22X,9,2
Inpatients,RCB,EL,W,WA,WA22,WA22Y,2,1
Inpatients,RCB,EL,W,WA,WA24,WA24Z,4,7
Inpatients,RCB,NEL,A,AA,AA18,AA18A,1,6
Inpatients,RCB,NEL,A,AA,AA20,AA20A,1,3
Inpatients,RCB,NEL,A,AA,AA21,AA21A,8,45
Inpatients,RCB,NEL,A,AA,AA22,AA22A,471,1687
Inpatients,RCB,NEL,A,AA,AA22,AA22B,48,64
Inpatients,RCB,NEL,A,AA,AA23,AA23A,86,326
Inpatients,RCB,NEL,A,AA,AA23,AA23B,15,24
Inpatients,RCB,NEL,A,AA,AA24,AA24A,43,132
Inpatients,RCB,NEL,A,AA,AA24,AA24B,6,10
Inpatients,RCB,NEL,A,AA,AA25,AA25A,166,578
Inpatients,RCB,NEL,A,AA,AA25,AA25B,21,23
Inpatients,RCB,NEL,A,AA,AA26,AA26A,576,966
Inpatients,RCB,NEL,A,AA,AA26,AA26B,91,52
Inpatients,RCB,NEL,A,AA,AA27,AA27A,41,227
Inpatients,RCB,NEL,A,AA,AA27,AA27B,2,6
Inpatients,RCB,NEL,A,AA,AA28,AA28A,7,42
Inpatients,RCB,NEL,A,AA,AA28,AA28B,2,6
Inpatients,RCB,NEL,A,AA,AA29,AA29A,122,133
Inpatients,RCB,NEL,A,AA,AA29,AA29B,18,9
Inpatients,RCB,NEL,A,AA,AA30,AA30A,13,61
Inpatients,RCB,NEL,A,AA,AA30,AA30B,4,6
Inpatients,RCB,NEL,A,AA,AA31,AA31A,234,152
Inpatients,RCB,NEL,A,AA,AA31,AA31B,120,55
Inpatients,RCB,NEL,A,AA,AA33,AA33C,1,1
Inpatients,RCB,NEL,A,AA,AA33,AA33D,2,2
Inpatients,RCB,NEL,A,AB,AB03,AB03Z,1,4
Inpatients,RCB,NEL,A,AB,AB04,AB04Z,4,9
Inpatients,RCB,NEL,A,AB,AB05,AB05Z,3,7
Inpatients,RCB,NEL,A,AB,AB06,AB06Z,1,2
Inpatients,RCB,NEL,A,AB,AB09,AB09Z,1,2
Inpatients,RCB,NEL,B,BZ,BZ01,BZ01Z,1,2
Inpatients,RCB,NEL,B,BZ,BZ02,BZ02Z,1,3
Inpatients,RCB,NEL,B,BZ,BZ06,BZ06A,1,1
Inpatients,RCB,NEL,B,BZ,BZ07,BZ07A,5,8
Inpatients,RCB,NEL,B,BZ,BZ07,BZ07B,3,3
Inpatients,RCB,NEL,B,BZ,BZ08,BZ08A,3,9
Inpatients,RCB,NEL,B,BZ,BZ08,BZ08B,1,3
Inpatients,RCB,NEL,B,BZ,BZ09,BZ09B,1,2
Inpatients,RCB,NEL,B,BZ,BZ12,BZ12Z,2,5
Inpatients,RCB,NEL,B,BZ,BZ13,BZ13Z,1,2
Inpatients,RCB,NEL,B,BZ,BZ15,BZ15B,2,2
Inpatients,RCB,NEL,B,BZ,BZ18,BZ18Z,1,2
Inpatients,RCB,NEL,B,BZ,BZ19,BZ19Z,1,1
Inpatients,RCB,NEL,B,BZ,BZ21,BZ21Z,4,7
Inpatients,RCB,NEL,B,BZ,BZ22,BZ22Z,3,6
Inpatients,RCB,NEL,B,BZ,BZ23,BZ23Z,2,2
Inpatients,RCB,NEL,B,BZ,BZ24,BZ24A,23,45
Inpatients,RCB,NEL,B,BZ,BZ24,BZ24C,35,14
Inpatients,RCB,NEL,C,CZ,CZ01,CZ01S,1,3
Inpatients,RCB,NEL,C,CZ,CZ01,CZ01T,12,9
Inpatients,RCB,NEL,C,CZ,CZ01,CZ01V,9,15
Inpatients,RCB,NEL,C,CZ,CZ01,CZ01Y,3,2
Inpatients,RCB,NEL,C,CZ,CZ02,CZ02S,1,3
Inpatients,RCB,NEL,C,CZ,CZ02,CZ02T,1,1
Inpatients,RCB,NEL,C,CZ,CZ02,CZ02W,1,5
Inpatients,RCB,NEL,C,CZ,CZ02,CZ02X,1,2
Inpatients,RCB,NEL,C,CZ,CZ02,CZ02Y,4,5
Inpatients,RCB,NEL,C,CZ,CZ03,CZ03V,1,5
Inpatients,RCB,NEL,C,CZ,CZ03,CZ03Y,2,5
Inpatients,RCB,NEL,C,CZ,CZ05,CZ05T,7,7
Inpatients,RCB,NEL,C,CZ,CZ05,CZ05V,8,8
Inpatients,RCB,NEL,C,CZ,CZ05,CZ05Y,26,21
Inpatients,RCB,NEL,C,CZ,CZ07,CZ07O,5,72
Inpatients,RCB,NEL,C,CZ,CZ07,CZ07P,2,10
Inpatients,RCB,NEL,C,CZ,CZ08,CZ08T,5,4
Inpatients,RCB,NEL,C,CZ,CZ08,CZ08V,8,16
Inpatients,RCB,NEL,C,CZ,CZ08,CZ08Y,4,3
Inpatients,RCB,NEL,C,CZ,CZ10,CZ10U,1,4
Inpatients,RCB,NEL,C,CZ,CZ10,CZ10Y,1,3
Inpatients,RCB,NEL,C,CZ,CZ12,CZ12U,11,8
Inpatients,RCB,NEL,C,CZ,CZ12,CZ12V,59,99
Inpatients,RCB,NEL,C,CZ,CZ12,CZ12Y,15,13
Inpatients,RCB,NEL,C,CZ,CZ13,CZ13U,2,3
Inpatients,RCB,NEL,C,CZ,CZ13,CZ13V,28,102
Inpatients,RCB,NEL,C,CZ,CZ13,CZ13Y,16,15
Inpatients,RCB,NEL,C,CZ,CZ15,CZ15N,2,8
Inpatients,RCB,NEL,C,CZ,CZ16,CZ16N,4,7
Inpatients,RCB,NEL,C,CZ,CZ16,CZ16Q,3,5
Inpatients,RCB,NEL,C,CZ,CZ17,CZ17U,2,4
Inpatients,RCB,NEL,C,CZ,CZ17,CZ17V,10,27
Inpatients,RCB,NEL,C,CZ,CZ17,CZ17Y,15,31
Inpatients,RCB,NEL,C,CZ,CZ18,CZ18R,2,18
Inpatients,RCB,NEL,C,CZ,CZ21,CZ21V,248,160
Inpatients,RCB,NEL,C,CZ,CZ21,CZ21Y,39,18
Inpatients,RCB,NEL,C,CZ,CZ22,CZ22W,25,46
Inpatients,RCB,NEL,C,CZ,CZ22,CZ22X,95,76
Inpatients,RCB,NEL,C,CZ,CZ22,CZ22Y,149,96
Inpatients,RCB,NEL,C,CZ,CZ23,CZ23W,10,14
Inpatients,RCB,NEL,C,CZ,CZ23,CZ23X,64,54
Inpatients,RCB,NEL,C,CZ,CZ23,CZ23Y,43,24
Inpatients,RCB,NEL,C,CZ,CZ24,CZ24O,5,23
Inpatients,RCB,NEL,C,CZ,CZ24,CZ24P,4,9
Inpatients,RCB,NEL,C,CZ,CZ24,CZ24Q,1,2
Inpatients,RCB,NEL,C,CZ,CZ34,CZ34U,11,10
Inpatients,RCB,NEL,C,CZ,CZ34,CZ34Y,9,9
Inpatients,RCB,NEL,C,CZ,CZ37,CZ37U,3,3
Inpatients,RCB,NEL,C,CZ,CZ37,CZ37Y,5,5
Inpatients,RCB,NEL,C,CZ,CZ39,CZ39Y,1,1
Inpatients,RCB,NEL,C,CZ,CZ40,CZ40Y,1,1
Inpatients,RCB,NEL,C,CZ,CZ41,CZ41Y,2,2
Inpatients,RCB,NEL,C,CZ,CZ42,CZ42U,1,1
Inpatients,RCB,NEL,C,CZ,CZ42,CZ42Y,1,1
Inpatients,RCB,NEL,D,DZ,DZ02,DZ02A,1,9
Inpatients,RCB,NEL,D,DZ,DZ03,DZ03A,4,26
Inpatients,RCB,NEL,D,DZ,DZ03,DZ03B,1,3
Inpatients,RCB,NEL,D,DZ,DZ04,DZ04A,6,34
Inpatients,RCB,NEL,D,DZ,DZ06,DZ06Z,3,2
Inpatients,RCB,NEL,D,DZ,DZ07,DZ07A,1,1
Inpatients,RCB,NEL,D,DZ,DZ09,DZ09A,55,188
Inpatients,RCB,NEL,D,DZ,DZ09,DZ09B,64,78
Inpatients,RCB,NEL,D,DZ,DZ09,DZ09C,24,25
Inpatients,RCB,NEL,D,DZ,DZ10,DZ10A,8,40
Inpatients,RCB,NEL,D,DZ,DZ10,DZ10B,2,7
Inpatients,RCB,NEL,D,DZ,DZ11,DZ11A,929,2984
Inpatients,RCB,NEL,D,DZ,DZ11,DZ11B,339,667
Inpatients,RCB,NEL,D,DZ,DZ11,DZ11C,96,79
Inpatients,RCB,NEL,D,DZ,DZ12,DZ12A,40,106
Inpatients,RCB,NEL,D,DZ,DZ12,DZ12B,9,11
Inpatients,RCB,NEL,D,DZ,DZ14,DZ14A,3,11
Inpatients,RCB,NEL,D,DZ,DZ15,DZ15A,1,3
Inpatients,RCB,NEL,D,DZ,DZ15,DZ15D,23,38
Inpatients,RCB,NEL,D,DZ,DZ15,DZ15E,86,84
Inpatients,RCB,NEL,D,DZ,DZ15,DZ15F,62,37
Inpatients,RCB,NEL,D,DZ,DZ16,DZ16A,40,128
Inpatients,RCB,NEL,D,DZ,DZ16,DZ16B,20,25
Inpatients,RCB,NEL,D,DZ,DZ16,DZ16C,10,3
Inpatients,RCB,NEL,D,DZ,DZ17,DZ17A,75,240
Inpatients,RCB,NEL,D,DZ,DZ17,DZ17B,19,31
Inpatients,RCB,NEL,D,DZ,DZ17,DZ17C,2,2
Inpatients,RCB,NEL,D,DZ,DZ18,DZ18Z,3,10
Inpatients,RCB,NEL,D,DZ,DZ19,DZ19A,43,68
Inpatients,RCB,NEL,D,DZ,DZ19,DZ19B,81,69
Inpatients,RCB,NEL,D,DZ,DZ19,DZ19C,34,14
Inpatients,RCB,NEL,D,DZ,DZ20,DZ20Z,10,15
Inpatients,RCB,NEL,D,DZ,DZ21,DZ21A,125,61
Inpatients,RCB,NEL,D,DZ,DZ21,DZ21B,3,10
Inpatients,RCB,NEL,D,DZ,DZ21,DZ21E,28,99
Inpatients,RCB,NEL,D,DZ,DZ21,DZ21F,3,8
Inpatients,RCB,NEL,D,DZ,DZ21,DZ21H,202,580
Inpatients,RCB,NEL,D,DZ,DZ21,DZ21J,240,520
Inpatients,RCB,NEL,D,DZ,DZ21,DZ21K,53,83
Inpatients,RCB,NEL,D,DZ,DZ22,DZ22A,122,311
Inpatients,RCB,NEL,D,DZ,DZ22,DZ22B,145,174
Inpatients,RCB,NEL,D,DZ,DZ22,DZ22C,75,33
Inpatients,RCB,NEL,D,DZ,DZ23,DZ23A,21,57
Inpatients,RCB,NEL,D,DZ,DZ23,DZ23B,8,15
Inpatients,RCB,NEL,D,DZ,DZ23,DZ23C,1,1
Inpatients,RCB,NEL,D,DZ,DZ24,DZ24A,59,286
Inpatients,RCB,NEL,D,DZ,DZ24,DZ24B,17,34
Inpatients,RCB,NEL,D,DZ,DZ24,DZ24C,4,7
Inpatients,RCB,NEL,D,DZ,DZ25,DZ25A,32,77
Inpatients,RCB,NEL,D,DZ,DZ25,DZ25B,4,6
Inpatients,RCB,NEL,D,DZ,DZ26,DZ26A,31,62
Inpatients,RCB,NEL,D,DZ,DZ26,DZ26B,8,8
Inpatients,RCB,NEL,D,DZ,DZ27,DZ27A,4,40
Inpatients,RCB,NEL,D,DZ,DZ27,DZ27D,20,58
Inpatients,RCB,NEL,D,DZ,DZ27,DZ27E,6,11
Inpatients,RCB,NEL,D,DZ,DZ27,DZ27F,1,2
Inpatients,RCB,NEL,D,DZ,DZ28,DZ28Z,20,6
Inpatients,RCB,NEL,D,DZ,DZ29,DZ29A,3,7
Inpatients,RCB,NEL,D,DZ,DZ29,DZ29B,3,5
Inpatients,RCB,NEL,D,DZ,DZ37,DZ37A,11,12
Inpatients,RCB,NEL,D,DZ,DZ37,DZ37B,3,4
Inpatients,RCB,NEL,E,EA,EA03,EA03Z,58,285
Inpatients,RCB,NEL,E,EA,EA05,EA05Z,68,279
Inpatients,RCB,NEL,E,EA,EA07,EA07Z,3,36
Inpatients,RCB,NEL,E,EA,EA11,EA11Z,3,10
Inpatients,RCB,NEL,E,EA,EA25,EA25Z,1,12
Inpatients,RCB,NEL,E,EA,EA31,EA31Z,102,363
Inpatients,RCB,NEL,E,EA,EA35,EA35Z,13,44
Inpatients,RCB,NEL,E,EA,EA36,EA36A,260,797
Inpatients,RCB,NEL,E,EA,EA39,EA39Z,4,18
Inpatients,RCB,NEL,E,EA,EA44,EA44Z,2,6
Inpatients,RCB,NEL,E,EA,EA47,EA47Z,9,5
Inpatients,RCB,NEL,E,EA,EA49,EA49Z,25,105
Inpatients,RCB,NEL,E,EA,EA54,EA54Z,2,9
Inpatients,RCB,NEL,E,EB,EB01,EB01Z,1625,718
Inpatients,RCB,NEL,E,EB,EB02,EB02Z,4,25
Inpatients,RCB,NEL,E,EB,EB03,EB03H,297,946
Inpatients,RCB,NEL,E,EB,EB03,EB03I,145,230
Inpatients,RCB,NEL,E,EB,EB04,EB04H,1,4
Inpatients,RCB,NEL,E,EB,EB05,EB05Z,11,10
Inpatients,RCB,NEL,E,EB,EB06,EB06Z,18,52
Inpatients,RCB,NEL,E,EB,EB07,EB07H,153,259
Inpatients,RCB,NEL,E,EB,EB07,EB07I,461,287
Inpatients,RCB,NEL,E,EB,EB08,EB08H,222,330
Inpatients,RCB,NEL,E,EB,EB08,EB08I,303,198
Inpatients,RCB,NEL,E,EB,EB09,EB09Z,2,3
Inpatients,RCB,NEL,E,EB,EB10,EB10Z,338,1003
Inpatients,RCB,NEL,F,FZ,FZ12,FZ12D,21,135
Inpatients,RCB,NEL,F,FZ,FZ12,FZ12E,12,49
Inpatients,RCB,NEL,F,FZ,FZ12,FZ12F,21,65
Inpatients,RCB,NEL,F,FZ,FZ12,FZ12I,1,3
Inpatients,RCB,NEL,F,FZ,FZ13,FZ13C,9,7
Inpatients,RCB,NEL,F,FZ,FZ13,FZ13D,6,6
Inpatients,RCB,NEL,F,FZ,FZ17,FZ17A,2,11
Inpatients,RCB,NEL,F,FZ,FZ17,FZ17B,7,21
Inpatients,RCB,NEL,F,FZ,FZ17,FZ17C,1,3
Inpatients,RCB,NEL,F,FZ,FZ18,FZ18A,4,29
Inpatients,RCB,NEL,F,FZ,FZ18,FZ18B,22,54
Inpatients,RCB,NEL,F,FZ,FZ18,FZ18C,21,43
Inpatients,RCB,NEL,F,FZ,FZ20,FZ20A,14,50
Inpatients,RCB,NEL,F,FZ,FZ20,FZ20B,158,383
Inpatients,RCB,NEL,F,FZ,FZ20,FZ20D,1,4
Inpatients,RCB,NEL,F,FZ,FZ20,FZ20E,64,155
Inpatients,RCB,NEL,F,FZ,FZ21,FZ21A,18,34
Inpatients,RCB,NEL,F,FZ,FZ22,FZ22A,109,134
Inpatients,RCB,NEL,F,FZ,FZ22,FZ22B,3,3
Inpatients,RCB,NEL,F,FZ,FZ23,FZ23A,2,1
Inpatients,RCB,NEL,F,FZ,FZ24,FZ24A,1,3
Inpatients,RCB,NEL,F,FZ,FZ24,FZ24B,6,9
Inpatients,RCB,NEL,F,FZ,FZ24,FZ24C,6,6
Inpatients,RCB,NEL,F,FZ,FZ24,FZ24E,4,5
Inpatients,RCB,NEL,F,FZ,FZ27,FZ27A,3,13
Inpatients,RCB,NEL,F,FZ,FZ27,FZ27B,4,13
Inpatients,RCB,NEL,F,FZ,FZ27,FZ27C,4,10
Inpatients,RCB,NEL,F,FZ,FZ31,FZ31D,69,305
Inpatients,RCB,NEL,F,FZ,FZ31,FZ31E,54,124
