id,act,cost
Inpatients|RCB|DC|S|SA|SA02,,
Inpatients|RCB|DC|S|SA|SA02|SA02F,3,1
Inpatients|RCB|DC|S|SA|SA03,,
Inpatients|RCB|DC|S|SA|SA03|SA03D,4,1
Inpatients|RCB|DC|S|SA|SA03|SA03F,4,2
Inpatients|RCB|DC|S|SA|SA04,,
Inpatients|RCB|DC|S|SA|SA04|SA04D,327,126
Inpatients|RCB|DC|S|SA|SA04|SA04F,231,63
Inpatients|RCB|DC|S|SA|SA06,,
Inpatients|RCB|DC|S|SA|SA06|SA06D,2,1
Inpatients|RCB|DC|S|SA|SA06|SA06F,5,1
Inpatients|RCB|DC|S|SA|SA07,,
Inpatients|RCB|DC|S|SA|SA07|SA07D,5,2
Inpatients|RCB|DC|S|SA|SA07|SA07F,8,2
Inpatients|RCB|DC|S|SA|SA08,,
Inpatients|RCB|DC|S|SA|SA08|SA08D,6,3
Inpatients|RCB|DC|S|SA|SA08|SA08F,3,1
Inpatients|RCB|DC|S|SA|SA09,,
Inpatients|RCB|DC|S|SA|SA09|SA09D,199,60
Inpatients|RCB|DC|S|SA|SA09|SA09F,31,6
Inpatients|RCB|DC|S|SA|SA12,,
Inpatients|RCB|DC|S|SA|SA12|SA12D,16,6
Inpatients|RCB|DC|S|SA|SA12|SA12F,10,4
Inpatients|RCB|DC|S|SA|SA13,,
Inpatients|RCB|DC|S|SA|SA13|SA13A,570,231
Inpatients|RCB|DC|S|SA|SA13|SA13B,2,1
Inpatients|RCB|DC|S|SA|SA17,,
Inpatients|RCB|DC|S|SA|SA17|SA17F,5,2
Inpatients|RCB|DC|S|SA|SA24,,
Inpatients|RCB|DC|S|SA|SA24|SA24D,2,3
Inpatients|RCB|DC|S|SA|SA25,,
Inpatients|RCB|DC|S|SA|SA25|SA25F,1,1
Inpatients|RCB|DC|S|SA|SA30,,
Inpatients|RCB|DC|S|SA|SA30|SA30Z,397,140
Inpatients|RCB|DC|S|SA|SA31,,
Inpatients|RCB|DC|S|SA|SA31|SA31Z,27,21
Inpatients|RCB|DC|S|SA|SA32,,
Inpatients|RCB|DC|S|SA|SA32|SA32Z,47,17
Inpatients|RCB|DC|S|SA|SA33,,
Inpatients|RCB|DC|S|SA|SA33|SA33Z,1,1
Inpatients|RCB|DC|W,,
Inpatients|RCB|DC|W|WA,,
Inpatients|RCB|DC|W|WA|WA02,,
Inpatients|RCB|DC|W|WA|WA02|WA02W,156,57
Inpatients|RCB|DC|W|WA|WA02|WA02Y,21,7
Inpatients|RCB|DC|W|WA|WA06,,
Inpatients|RCB|DC|W|WA|WA06|WA06W,2,1
Inpatients|RCB|DC|W|WA|WA06|WA06Y,3,1
Inpatients|RCB|DC|W|WA|WA07,,
Inpatients|RCB|DC|W|WA|WA07|WA07Z,5,1
Inpatients|RCB|DC|W|WA|WA12,,
Inpatients|RCB|DC|W|WA|WA12|WA12Y,1,1
Inpatients|RCB|DC|W|WA|WA17,,
Inpatients|RCB|DC|W|WA|WA17|WA17V,10,25
Inpatients|RCB|DC|W|WA|WA17|WA17X,31,24
Inpatients|RCB|DC|W|WA|WA17|WA17Y,4,2
Inpatients|RCB|DC|W|WA|WA18,,
Inpatients|RCB|DC|W|WA|WA18|WA18X,2,1
Inpatients|RCB|DC|W|WA|WA19,,
Inpatients|RCB|DC|W|WA|WA19|WA19W,8,3
Inpatients|RCB|DC|W|WA|WA19|WA19Y,7,2
Inpatients|RCB|DC|W|WA|WA20,,
Inpatients|RCB|DC|W|WA|WA20|WA20W,84,25
Inpatients|RCB|DC|W|WA|WA20|WA20Y,44,15
Inpatients|RCB|DC|W|WA|WA21,,
Inpatients|RCB|DC|W|WA|WA21|WA21W,2,1
Inpatients|RCB|DC|W|WA|WA21|WA21Y,1,1
Inpatients|RCB|DC|W|WA|WA22,,
Inpatients|RCB|DC|W|WA|WA22|WA22V,1,1
Inpatients|RCB|DC|W|WA|WA24,,
Inpatients|RCB|DC|W|WA|WA24|WA24Z,2,4
Inpatients|RCB|EL,,
Inpatients|RCB|EL|A,,
Inpatients|RCB|EL|A|AA,,
Inpatients|RCB|EL|A|AA|AA08,,
Inpatients|RCB|EL|A|AA|AA08|AA08A,1,6
Inpatients|RCB|EL|A|AA|AA08|AA08B,1,5
Inpatients|RCB|EL|A|AA|AA09,,
Inpatients|RCB|EL|A|AA|AA09|AA09A,1,2
Inpatients|RCB|EL|A|AA|AA14,,
Inpatients|RCB|EL|A|AA|AA14|AA14B,1,3
Inpatients|RCB|EL|A|AA|AA20,,
Inpatients|RCB|EL|A|AA|AA20|AA20A,1,3
Inpatients|RCB|EL|A|AA|AA20|AA20B,2,4
Inpatients|RCB|EL|A|AA|AA21,,
Inpatients|RCB|EL|A|AA|AA21|AA21A,4,6
Inpatients|RCB|EL|A|AA|AA22,,
Inpatients|RCB|EL|A|AA|AA22|AA22A,7,14
Inpatients|RCB|EL|A|AA|AA23,,
Inpatients|RCB|EL|A|AA|AA23|AA23A,3,22
Inpatients|RCB|EL|A|AA|AA24,,
Inpatients|RCB|EL|A|AA|AA24|AA24A,2,1
Inpatients|RCB|EL|A|AA|AA25,,
Inpatients|RCB|EL|A|AA|AA25|AA25A,3,3
Inpatients|RCB|EL|A|AA|AA25|AA25B,1,1
Inpatients|RCB|EL|A|AA|AA26,,
Inpatients|RCB|EL|A|AA|AA26|AA26A,18,5
Inpatients|RCB|EL|A|AA|AA26|AA26B,2,2
Inpatients|RCB|EL|A|AA|AA27,,
Inpatients|RCB|EL|A|AA|AA27|AA27A,1,1
Inpatients|RCB|EL|A|AA|AA30,,
Inpatients|RCB|EL|A|AA|AA30|AA30A,1,1
Inpatients|RCB|EL|A|AA|AA33,,
Inpatients|RCB|EL|A|AA|AA33|AA33D,2,2
Inpatients|RCB|EL|A|AB,,
Inpatients|RCB|EL|A|AB|AB04,,
Inpatients|RCB|EL|A|AB|AB04|AB04Z,1,1
Inpatients|RCB|EL|A|AB|AB05,,
Inpatients|RCB|EL|A|AB|AB05|AB05Z,3,1
Inpatients|RCB|EL|A|AB|AB06,,
Inpatients|RCB|EL|A|AB|AB06|AB06Z,1,1
Inpatients|RCB|EL|A|AB|AB07,,
Inpatients|RCB|EL|A|AB|AB07|AB07Z,13,48
Inpatients|RCB|EL|A|AB|AB08,,
Inpatients|RCB|EL|A|AB|AB08|AB08Z,1,1
Inpatients|RCB|EL|B,,
Inpatients|RCB|EL|B|BZ,,
Inpatients|RCB|EL|B|BZ|BZ01,,
Inpatients|RCB|EL|B|BZ|BZ01|BZ01Z,3,3
Inpatients|RCB|EL|B|BZ|BZ02,,
Inpatients|RCB|EL|B|BZ|BZ02|BZ02Z,19,13
Inpatients|RCB|EL|B|BZ|BZ05,,
Inpatients|RCB|EL|B|BZ|BZ05|BZ05Z,6,8
Inpatients|RCB|EL|B|BZ|BZ06,,
Inpatients|RCB|EL|B|BZ|BZ06|BZ06A,18,16
Inpatients|RCB|EL|B|BZ|BZ06|BZ06B,1,1
Inpatients|RCB|EL|B|BZ|BZ07,,
Inpatients|RCB|EL|B|BZ|BZ07|BZ07A,18,11
Inpatients|RCB|EL|B|BZ|BZ08,,
Inpatients|RCB|EL|B|BZ|BZ08|BZ08A,1,2
Inpatients|RCB|EL|B|BZ|BZ09,,
Inpatients|RCB|EL|B|BZ|BZ09|BZ09A,20,28
Inpatients|RCB|EL|B|BZ|BZ10,,
Inpatients|RCB|EL|B|BZ|BZ10|BZ10A,2,1
Inpatients|RCB|EL|B|BZ|BZ11,,
Inpatients|RCB|EL|B|BZ|BZ11|BZ11Z,3,6
Inpatients|RCB|EL|B|BZ|BZ12,,
Inpatients|RCB|EL|B|BZ|BZ12|BZ12Z,7,11
Inpatients|RCB|EL|B|BZ|BZ13,,
Inpatients|RCB|EL|B|BZ|BZ13|BZ13Z,5,4
Inpatients|RCB|EL|B|BZ|BZ15,,
Inpatients|RCB|EL|B|BZ|BZ15|BZ15B,1,1
Inpatients|RCB|EL|B|BZ|BZ17,,
Inpatients|RCB|EL|B|BZ|BZ17|BZ17Z,2,3
Inpatients|RCB|EL|B|BZ|BZ18,,
Inpatients|RCB|EL|B|BZ|BZ18|BZ18Z,7,7
Inpatients|RCB|EL|B|BZ|BZ20,,
Inpatients|RCB|EL|B|BZ|BZ20|BZ20Z,2,4
Inpatients|RCB|EL|B|BZ|BZ21,,
Inpatients|RCB|EL|B|BZ|BZ21|BZ21Z,4,6
Inpatients|RCB|EL|B|BZ|BZ22,,
Inpatients|RCB|EL|B|BZ|BZ22|BZ22Z,1,1
Inpatients|RCB|EL|B|BZ|BZ23,,
Inpatients|RCB|EL|B|BZ|BZ23|BZ23Z,1,1
Inpatients|RCB|EL|B|BZ|BZ24,,
Inpatients|RCB|EL|B|BZ|BZ24|BZ24C,2,1
Inpatients|RCB|EL|C,,
Inpatients|RCB|EL|C|CZ,,
Inpatients|RCB|EL|C|CZ|CZ01,,
Inpatients|RCB|EL|C|CZ|CZ01|CZ01V,1,1
Inpatients|RCB|EL|C|CZ|CZ01|CZ01Y,1,1
Inpatients|RCB|EL|C|CZ|CZ02,,
Inpatients|RCB|EL|C|CZ|CZ02|CZ02X,13,13
Inpatients|RCB|EL|C|CZ|CZ02|CZ02Y,5,4
Inpatients|RCB|EL|C|CZ|CZ03,,
Inpatients|RCB|EL|C|CZ|CZ03|CZ03U,4,11
Inpatients|RCB|EL|C|CZ|CZ03|CZ03V,24,61
Inpatients|RCB|EL|C|CZ|CZ03|CZ03Y,20,39
Inpatients|RCB|EL|C|CZ|CZ04,,
Inpatients|RCB|EL|C|CZ|CZ04|CZ04P,5,53
Inpatients|RCB|EL|C|CZ|CZ05,,
Inpatients|RCB|EL|C|CZ|CZ05|CZ05S,13,17
Inpatients|RCB|EL|C|CZ|CZ05|CZ05T,53,45
Inpatients|RCB|EL|C|CZ|CZ05|CZ05V,15,13
Inpatients|RCB|EL|C|CZ|CZ05|CZ05Y,26,20
Inpatients|RCB|EL|C|CZ|CZ07,,
Inpatients|RCB|EL|C|CZ|CZ07|CZ07Q,1,3
Inpatients|RCB|EL|C|CZ|CZ08,,
Inpatients|RCB|EL|C|CZ|CZ08|CZ08T,5,4
Inpatients|RCB|EL|C|CZ|CZ08|CZ08V,1,1
Inpatients|RCB|EL|C|CZ|CZ10,,
Inpatients|RCB|EL|C|CZ|CZ10|CZ10U,6,10
Inpatients|RCB|EL|C|CZ|CZ10|CZ10V,4,7
Inpatients|RCB|EL|C|CZ|CZ10|CZ10Y,14,23
Inpatients|RCB|EL|C|CZ|CZ12,,
Inpatients|RCB|EL|C|CZ|CZ12|CZ12U,2,1
Inpatients|RCB|EL|C|CZ|CZ12|CZ12V,3,2
Inpatients|RCB|EL|C|CZ|CZ12|CZ12Y,5,3
Inpatients|RCB|EL|C|CZ|CZ13,,
Inpatients|RCB|EL|C|CZ|CZ13|CZ13U,1,1
Inpatients|RCB|EL|C|CZ|CZ13|CZ13V,12,13
Inpatients|RCB|EL|C|CZ|CZ13|CZ13Y,25,26
Inpatients|RCB|EL|C|CZ|CZ14,,
Inpatients|RCB|EL|C|CZ|CZ14|CZ14U,2,3
Inpatients|RCB|EL|C|CZ|CZ14|CZ14V,13,20
Inpatients|RCB|EL|C|CZ|CZ14|CZ14Y,17,25
Inpatients|RCB|EL|C|CZ|CZ15,,
Inpatients|RCB|EL|C|CZ|CZ15|CZ15Q,1,2
Inpatients|RCB|EL|C|CZ|CZ16,,
Inpatients|RCB|EL|C|CZ|CZ16|CZ16N,1,1
Inpatients|RCB|EL|C|CZ|CZ16|CZ16Q,3,3
Inpatients|RCB|EL|C|CZ|CZ17,,
Inpatients|RCB|EL|C|CZ|CZ17|CZ17U,1,1
Inpatients|RCB|EL|C|CZ|CZ17|CZ17V,5,11
Inpatients|RCB|EL|C|CZ|CZ17|CZ17Y,9,13
Inpatients|RCB|EL|C|CZ|CZ18,,
Inpatients|RCB|EL|C|CZ|CZ18|CZ18R,14,60
Inpatients|RCB|EL|C|CZ|CZ18|CZ18U,6,20
Inpatients|RCB|EL|C|CZ|CZ21,,
Inpatients|RCB|EL|C|CZ|CZ21|CZ21V,2,1
Inpatients|RCB|EL|C|CZ|CZ21|CZ21Y,5,3
Inpatients|RCB|EL|C|CZ|CZ22,,
Inpatients|RCB|EL|C|CZ|CZ22|CZ22X,1,1
Inpatients|RCB|EL|C|CZ|CZ23,,
Inpatients|RCB|EL|C|CZ|CZ23|CZ23W,1,3
Inpatients|RCB|EL|C|CZ|CZ24,,
Inpatients|RCB|EL|C|CZ|CZ24|CZ24O,1,5
Inpatients|RCB|EL|C|CZ|CZ24|CZ24P,3,5
Inpatients|RCB|EL|C|CZ|CZ24|CZ24Q,1,1
Inpatients|RCB|EL|C|CZ|CZ27,,
Inpatients|RCB|EL|C|CZ|CZ27|CZ27Z,1,2
Inpatients|RCB|EL|C|CZ|CZ30,,
Inpatients|RCB|EL|C|CZ|CZ30|CZ30Y,1,1
Inpatients|RCB|EL|C|CZ|CZ36,,
Inpatients|RCB|EL|C|CZ|CZ36|CZ36Y,12,6
Inpatients|RCB|EL|C|CZ|CZ37,,
Inpatients|RCB|EL|C|CZ|CZ37|CZ37U,1,1
Inpatients|RCB|EL|C|CZ|CZ37|CZ37Y,5,2
Inpatients|RCB|EL|C|CZ|CZ39,,
Inpatients|RCB|EL|C|CZ|CZ39|CZ39Y,3,2
Inpatients|RCB|EL|C|CZ|CZ40,,
Inpatients|RCB|EL|C|CZ|CZ40|CZ40U,1,1
Inpatients|RCB|EL|C|CZ|CZ40|CZ40Y,3,2
Inpatients|RCB|EL|C|CZ|CZ41,,
Inpatients|RCB|EL|C|CZ|CZ41|CZ41U,1,1
Inpatients|RCB|EL|C|CZ|CZ41|CZ41Y,3,2
Inpatients|RCB|EL|C|CZ|CZ42,,
Inpatients|RCB|EL|C|CZ|CZ42|CZ42U,1,1
Inpatients|RCB|EL|C|CZ|CZ42|CZ42Y,4,3
Inpatients|RCB|EL|D,,
Inpatients|RCB|EL|D|DZ,,
Inpatients|RCB|EL|D|DZ|DZ03,,
Inpatients|RCB|EL|D|DZ|DZ03|DZ03A,1,3
Inpatients|RCB|EL|D|DZ|DZ03|DZ03B,1,2
Inpatients|RCB|EL|D|DZ|DZ04,,
Inpatients|RCB|EL|D|DZ|DZ04|DZ04B,1,1
Inpatients|RCB|EL|D|DZ|DZ06,,
Inpatients|RCB|EL|D|DZ|DZ06|DZ06Z,6,3
Inpatients|RCB|EL|D|DZ|DZ09,,
Inpatients|RCB|EL|D|DZ|DZ09|DZ09A,1,2
Inpatients|RCB|EL|D|DZ|DZ09|DZ09B,1,1
Inpatients|RCB|EL|D|DZ|DZ11,,
Inpatients|RCB|EL|D|DZ|DZ11|DZ11A,9,16
Inpatients|RCB|EL|D|DZ|DZ11|DZ11B,2,1
Inpatients|RCB|EL|D|DZ|DZ12,,
Inpatients|RCB|EL|D|DZ|DZ12|DZ12A,3,5
Inpatients|RCB|EL|D|DZ|DZ14,,
Inpatients|RCB|EL|D|DZ|DZ14|DZ14A,1,3
Inpatients|RCB|EL|D|DZ|DZ16,,
Inpatients|RCB|EL|D|DZ|DZ16|DZ16A,2,4
Inpatients|RCB|EL|D|DZ|DZ16|DZ16B,4,8
Inpatients|RCB|EL|D|DZ|DZ17,,
Inpatients|RCB|EL|D|DZ|DZ17|DZ17A,6,6
Inpatients|RCB|EL|D|DZ|DZ17|DZ17B,6,7
Inpatients|RCB|EL|D|DZ|DZ17|DZ17C,3,2
Inpatients|RCB|EL|D|DZ|DZ19,,
Inpatients|RCB|EL|D|DZ|DZ19|DZ19A,1,2
Inpatients|RCB|EL|D|DZ|DZ19|DZ19B,2,2
Inpatients|RCB|EL|D|DZ|DZ21,,
Inpatients|RCB|EL|D|DZ|DZ21|DZ21E,1,3
Inpatients|RCB|EL|D|DZ|DZ21|DZ21F,1,3
Inpatients|RCB|EL|D|DZ|DZ21|DZ21H,2,4
Inpatients|RCB|EL|D|DZ|DZ21|DZ21J,2,1
Inpatients|RCB|EL|D|DZ|DZ22,,
Inpatients|RCB|EL|D|DZ|DZ22|DZ22A,2,1
Inpatients|RCB|EL|D|DZ|DZ22|DZ22B,1,1
Inpatients|RCB|EL|D|DZ|DZ22|DZ22C,1,1
Inpatients|RCB|EL|D|DZ|DZ26,,
Inpatients|RCB|EL|D|DZ|DZ26|DZ26A,2,2
Inpatients|RCB|EL|D|DZ|DZ28,,
Inpatients|RCB|EL|D|DZ|DZ28|DZ28Z,1,1
Inpatients|RCB|EL|E,,
Inpatients|RCB|EL|E|EA,,
Inpatients|RCB|EL|E|EA|EA03,,
Inpatients|RCB|EL|E|EA|EA03|EA03Z,8,17
Inpatients|RCB|EL|E|EA|EA05,,
Inpatients|RCB|EL|E|EA|EA05|EA05Z,10,31
Inpatients|RCB|EL|E|EA|EA07,,
Inpatients|RCB|EL|E|EA|EA07|EA07Z,18,140
Inpatients|RCB|EL|E|EA|EA20,,
Inpatients|RCB|EL|E|EA|EA20|EA20Z,1,9
Inpatients|RCB|EL|E|EA|EA31,,
Inpatients|RCB|EL|E|EA|EA31|EA31Z,9,23
Inpatients|RCB|EL|E|EA|EA36,,
Inpatients|RCB|EL|E|EA|EA36|EA36A,31,38
Inpatients|RCB|EL|E|EA|EA39,,
Inpatients|RCB|EL|E|EA|EA39|EA39Z,1,2
Inpatients|RCB|EL|E|EA|EA49,,
Inpatients|RCB|EL|E|EA|EA49|EA49Z,3,10
Inpatients|RCB|EL|E|EB,,
Inpatients|RCB|EL|E|EB|EB01,,
Inpatients|RCB|EL|E|EB|EB01|EB01Z,8,9
Inpatients|RCB|EL|E|EB|EB03,,
Inpatients|RCB|EL|E|EB|EB03|EB03H,3,4
Inpatients|RCB|EL|E|EB|EB03|EB03I,2,2
Inpatients|RCB|EL|E|EB|EB06,,
Inpatients|RCB|EL|E|EB|EB06|EB06Z,1,3
Inpatients|RCB|EL|E|EB|EB07,,
Inpatients|RCB|EL|E|EB|EB07|EB07H,2,2
Inpatients|RCB|EL|E|EB|EB07|EB07I,9,7
Inpatients|RCB|EL|E|EB|EB08,,
Inpatients|RCB|EL|E|EB|EB08|EB08H,1,1
Inpatients|RCB|EL|E|EB|EB08|EB08I,2,1
Inpatients|RCB|EL|E|EB|EB10,,
Inpatients|RCB|EL|E|EB|EB10|EB10Z,4,12
Inpatients|RCB|EL|F,,
Inpatients|RCB|EL|F|FZ,,
Inpatients|RCB|EL|F|FZ|FZ12,,
Inpatients|RCB|EL|F|FZ|FZ12|FZ12D,6,27
Inpatients|RCB|EL|F|FZ|FZ12|FZ12E,7,17
Inpatients|RCB|EL|F|FZ|FZ12|FZ12F,22,44
Inpatients|RCB|EL|F|FZ|FZ13,,
Inpatients|RCB|EL|F|FZ|FZ13|FZ13C,12,10
Inpatients|RCB|EL|F|FZ|FZ13|FZ13D,1,1
Inpatients|RCB|EL|F|FZ|FZ17,,
Inpatients|RCB|EL|F|FZ|FZ17|FZ17A,7,26
Inpatients|RCB|EL|F|FZ|FZ17|FZ17B,15,37
Inpatients|RCB|EL|F|FZ|FZ17|FZ17C,38,71
Inpatients|RCB|EL|F|FZ|FZ18,,
Inpatients|RCB|EL|F|FZ|FZ18|FZ18A,6,11
Inpatients|RCB|EL|F|FZ|FZ18|FZ18B,38,37
Inpatients|RCB|EL|F|FZ|FZ18|FZ18C,94,89
Inpatients|RCB|EL|F|FZ|FZ20,,
Inpatients|RCB|EL|F|FZ|FZ20|FZ20B,3,6
Inpatients|RCB|EL|F|FZ|FZ21,,
Inpatients|RCB|EL|F|FZ|FZ21|FZ21A,6,7
Inpatients|RCB|EL|F|FZ|FZ22,,
Inpatients|RCB|EL|F|FZ|FZ22|FZ22A,33,31
Inpatients|RCB|EL|F|FZ|FZ23,,
Inpatients|RCB|EL|F|FZ|FZ23|FZ23A,5,3
Inpatients|RCB|EL|F|FZ|FZ24,,
Inpatients|RCB|EL|F|FZ|FZ24|FZ24B,3,2
Inpatients|RCB|EL|F|FZ|FZ27,,
Inpatients|RCB|EL|F|FZ|FZ27|FZ27A,1,2
Inpatients|RCB|EL|F|FZ|FZ27|FZ27B,1,2
Inpatients|RCB|EL|F|FZ|FZ27|FZ27C,4,6
Inpatients|RCB|EL|F|FZ|FZ27|FZ27D,1,1
Inpatients|RCB|EL|F|FZ|FZ31,,
Inpatients|RCB|EL|F|FZ|FZ31|FZ31D,3,8
Inpatients|RCB|EL|F|FZ|FZ31|FZ31E,3,7
Inpatients|RCB|EL|F|FZ|FZ33,,
Inpatients|RCB|EL|F|FZ|FZ33|FZ33D,1,2
Inpatients|RCB|EL|F|FZ|FZ36,,
Inpatients|RCB|EL|F|FZ|FZ36|FZ36D,1,4
Inpatients|RCB|EL|F|FZ|FZ36|FZ36E,3,6
Inpatients|RCB|EL|F|FZ|FZ37,,
Inpatients|RCB|EL|F|FZ|FZ37|FZ37I,4,10
Inpatients|RCB|EL|F|FZ|FZ37|FZ37J,1,2
Inpatients|RCB|EL|F|FZ|FZ38,,
Inpatients|RCB|EL|F|FZ|FZ38|FZ38E,4,5
Inpatients|RCB|EL|F|FZ|FZ39,,
Inpatients|RCB|EL|F|FZ|FZ39|FZ39D,1,3
Inpatients|RCB|EL|F|FZ|FZ39|FZ39E,1,2
Inpatients|RCB|EL|F|FZ|FZ41,,
Inpatients|RCB|EL|F|FZ|FZ41|FZ41E,1,2
Inpatients|RCB|EL|F|FZ|FZ41|FZ41F,1,1
Inpatients|RCB|EL|F|FZ|FZ43,,
Inpatients|RCB|EL|F|FZ|FZ43|FZ43A,1,4
Inpatients|RCB|EL|F|FZ|FZ43|FZ43B,2,4
Inpatients|RCB|EL|F|FZ|FZ44,,
Inpatients|RCB|EL|F|FZ|FZ44|FZ44A,1,3
Inpatients|RCB|EL|F|FZ|FZ44|FZ44B,1,2
Inpatients|RCB|EL|F|FZ|FZ44|FZ44C,1,1
Inpatients|RCB|EL|F|FZ|FZ45,,
Inpatients|RCB|EL|F|FZ|FZ45|FZ45A,4,9
Inpatients|RCB|EL|F|FZ|FZ45|FZ45B,16,31
Inpatients|RCB|EL|F|FZ|FZ45|FZ45C,2,1
Inpatients|RCB|EL|F|FZ|FZ46,,
Inpatients|RCB|EL|F|FZ|FZ46|FZ46A,6,13
Inpatients|RCB|EL|F|FZ|FZ46|FZ46B,7,10
Inpatients|RCB|EL|F|FZ|FZ46|FZ46C,3,1
Inpatients|RCB|EL|F|FZ|FZ47,,
Inpatients|RCB|EL|F|FZ|FZ47|FZ47A,3,7
Inpatients|RCB|EL|F|FZ|FZ47|FZ47B,5,9
Inpatients|RCB|EL|F|FZ|FZ47|FZ47C,3,1
Inpatients|RCB|EL|F|FZ|FZ48,,
Inpatients|RCB|EL|F|FZ|FZ48|FZ48A,1,1
Inpatients|RCB|EL|F|FZ|FZ48|FZ48B,1,2
Inpatients|RCB|EL|F|FZ|FZ48|FZ48C,3,1
Inpatients|RCB|EL|F|FZ|FZ49,,
Inpatients|RCB|EL|F|FZ|FZ49|FZ49A,1,4
Inpatients|RCB|EL|F|FZ|FZ49|FZ49B,2,6
Inpatients|RCB|EL|F|FZ|FZ49|FZ49C,2,1
Inpatients|RCB|EL|F|FZ|FZ50,,
Inpatients|RCB|EL|F|FZ|FZ50|FZ50Z,15,6
Inpatients|RCB|EL|F|FZ|FZ51,,
Inpatients|RCB|EL|F|FZ|FZ51|FZ51Z,5,2
Inpatients|RCB|EL|F|FZ|FZ52,,
Inpatients|RCB|EL|F|FZ|FZ52|FZ52Z,6,3
Inpatients|RCB|EL|F|FZ|FZ53,,
Inpatients|RCB|EL|F|FZ|FZ53|FZ53Z,14,7
Inpatients|RCB|EL|F|FZ|FZ54,,
Inpatients|RCB|EL|F|FZ|FZ54|FZ54Z,3,1
Inpatients|RCB|EL|F|FZ|FZ55,,
Inpatients|RCB|EL|F|FZ|FZ55|FZ55Z,5,2
Inpatients|RCB|EL|F|FZ|FZ56,,
Inpatients|RCB|EL|F|FZ|FZ56|FZ56Z,1,1
Inpatients|RCB|EL|F|FZ|FZ60,,
Inpatients|RCB|EL|F|FZ|FZ60|FZ60Z,3,1
Inpatients|RCB|EL|F|FZ|FZ61,,
Inpatients|RCB|EL|F|FZ|FZ61|FZ61Z,6,2
Inpatients|RCB|EL|F|FZ|FZ64,,
Inpatients|RCB|EL|F|FZ|FZ64|FZ64A,3,2
Inpatients|RCB|EL|F|FZ|FZ65,,
Inpatients|RCB|EL|F|FZ|FZ65|FZ65Z,2,1
Inpatients|RCB|EL|F|FZ|FZ66,,
Inpatients|RCB|EL|F|FZ|FZ66|FZ66A,13,85
Inpatients|RCB|EL|F|FZ|FZ66|FZ66B,3,12
Inpatients|RCB|EL|F|FZ|FZ67,,
Inpatients|RCB|EL|F|FZ|FZ67|FZ67A,13,50
Inpatients|RCB|EL|F|FZ|FZ67|FZ67B,8,24
Inpatients|RCB|EL|F|FZ|FZ69,,
Inpatients|RCB|EL|F|FZ|FZ69|FZ69A,2,20
Inpatients|RCB|EL|F|FZ|FZ70,,
Inpatients|RCB|EL|F|FZ|FZ70|FZ70Z,5,2
Inpatients|RCB|EL|F|FZ|FZ71,,
Inpatients|RCB|EL|F|FZ|FZ71|FZ71A,2,10
Inpatients|RCB|EL|F|FZ|FZ71|FZ71B,2,5
Inpatients|RCB|EL|F|FZ|FZ71|FZ71C,4,3
Inpatients|RCB|EL|F|FZ|FZ73,,
Inpatients|RCB|EL|F|FZ|FZ73|FZ73A,11,130
Inpatients|RCB|EL|F|FZ|FZ73|FZ73B,5,35
Inpatients|RCB|EL|F|FZ|FZ74,,
Inpatients|RCB|EL|F|FZ|FZ74|FZ74A,27,231
Inpatients|RCB|EL|F|FZ|FZ74|FZ74B,43,236
Inpatients|RCB|EL|F|FZ|FZ75,,
Inpatients|RCB|EL|F|FZ|FZ75|FZ75A,19,120
Inpatients|RCB|EL|F|FZ|FZ75|FZ75B,29,131
Inpatients|RCB|EL|F|FZ|FZ76,,
Inpatients|RCB|EL|F|FZ|FZ76|FZ76A,4,24
Inpatients|RCB|EL|F|FZ|FZ76|FZ76B,12,51
Inpatients|RCB|EL|F|FZ|FZ77,,
Inpatients|RCB|EL|F|FZ|FZ77|FZ77B,6,16
Inpatients|RCB|EL|F|FZ|FZ79,,
Inpatients|RCB|EL|F|FZ|FZ79|FZ79A,1,10
Inpatients|RCB|EL|F|FZ|FZ80,,
Inpatients|RCB|EL|F|FZ|FZ80|FZ80A,3,39
Inpatients|RCB|EL|F|FZ|FZ80|FZ80B,1,8
Inpatients|RCB|EL|F|FZ|FZ81,,
Inpatients|RCB|EL|F|FZ|FZ81|FZ81B,9,45
Inpatients|RCB|EL|F|FZ|FZ83,,
Inpatients|RCB|EL|F|FZ|FZ83|FZ83B,12,32
Inpatients|RCB|EL|F|FZ|FZ84,,
Inpatients|RCB|EL|F|FZ|FZ84|FZ84Z,14,110
Inpatients|RCB|EL|F|FZ|FZ87,,
Inpatients|RCB|EL|F|FZ|FZ87|FZ87A,4,14
Inpatients|RCB|EL|F|FZ|FZ87|FZ87B,8,26
Inpatients|RCB|EL|F|FZ|FZ87|FZ87C,5,8
Inpatients|RCB|EL|F|FZ|FZ88,,
Inpatients|RCB|EL|F|FZ|FZ88|FZ88A,8,7
Inpatients|RCB|EL|G,,
Inpatients|RCB|EL|G|GA,,
Inpatients|RCB|EL|G|GA|GA04,,
Inpatients|RCB|EL|G|GA|GA04|GA04B,1,7
Inpatients|RCB|EL|G|GA|GA05,,
Inpatients|RCB|EL|G|GA|GA05|GA05A,2,14
Inpatients|RCB|EL|G|GA|GA06,,
Inpatients|RCB|EL|G|GA|GA06|GA06A,4,18
Inpatients|RCB|EL|G|GA|GA06|GA06B,1,3
Inpatients|RCB|EL|G|GA|GA07,,
