Year,HRG_Chapter,HRG,Unit_Cost,Activity,Total_Cost
2015,S,SA24F,3700,2,7400
2015,S,SA25D,7050,10,70501
2015,S,SA33Z,567,1,567
2015,V,VA10A,1361,44,59873
2015,V,VA11B,2756,7,19295
2015,V,VA11D,7223,4,28891
2015,V,VA12A,3623,9,32606
2015,V,VA12D,9413,14,131780
2015,V,VA13C,7685,2,15370
2015,V,VA15B,13998,1,13998
2015,W,WA03Y,1830,2,3661
2015,W,WA04S,883,5,4414
2015,W,WA04U,571,5,2854
2015,W,WA05Q,3958,3,11875
2015,W,WA08Z,1334,1,1334
2015,W,WA17X,2103,3,6310
2015,W,WA19W,980,27,26465
2015,W,WA22V,3286,237,778819
2015,W,WA22Y,531,16,8495
2015,W,WA23X,2837,10,28372
2015,L,LB21Z,4909,1,4909
2015,L,LB28A,1581,12,18976
2015,L,LB29A,23637,1,23637
2015,L,LB35B,549,42,23061
2015,L,LB52Z,3078,3,9235
2015,L,LB53A,2465,5,12324
2015,L,LB54A,1144,5,5718
2015,L,LB56A,672,5,3361
2015,L,LB58B,566,2,1131
2015,L,LB60B,5597,4,22389
2015,L,LB61A,6771,3,20313
2015,L,LB72A,600,3,1799
2015,M,MA21Z,609,1,609
2015,M,MA22Z,1007,1,1007
2015,M,MB01A,997,5,4987
2015,M,MB05A,3276,19,62238
2015,P,PA03B,638,99,63169
2015,P,PA08A,2517,2,5034
2015,P,PA15A,1911,18,34399
2015,P,PA16B,899,22,19785
2015,P,PA18B,531,21,11161
2015,P,PA19B,1297,43,55758
2015,P,PA20B,606,16,9695
2015,P,PA21B,565,240,135501
2015,P,PA26B,615,121,74426
2015,P,PA28B,557,51,28425
2015,P,PA36Z,1133,1,1133
2015,P,PA50Z,517,256,132303
2015,P,PA52A,387,40,15480
2015,P,PA53B,4087,2,8174
2015,P,PA56B,558,9,5025
2015,P,PA58Z,351,55,19280
2015,P,PA60E,1487,2,2974
2015,P,PA63A,355,240,85122
2015,P,PA64B,1288,1,1288
2015,P,PA65A,352,19,6680
2015,P,PA67Z,1104,8,8832
2015,P,PA68Z,965,31,29908
2015,P,PA69Z,1366,17,23221
2015,P,PB01Z,1175,2,2349
2015,Q,QZ02B,5965,3,17896
2015,Q,QZ03Z,12711,3,38134
2015,Q,QZ11B,11612,11,127728
2015,Q,QZ15B,5244,39,204520
2015,Q,QZ16A,7236,3,21709
2015,Q,QZ17B,2230,68,151652
2015,Q,QZ17C,999,22,21969
2015,Q,QZ20Z,1207,57,68805
2015,Q,QZ22B,1541,1,1541
2015,R,RC14Z,5590,18,100611
2015,S,SA01D,2844,19,54032
2015,S,SA05D,1894,2,3789
2015,S,SA07F,566,1,566
2015,V,VA10D,6220,33,205270
2015,V,VA13A,4003,2,8006
2015,W,WA03V,3714,336,1247895
2015,W,WA09W,3121,13,40572
2015,W,WA10Z,1754,1,1754
2015,W,WA19Y,435,2,871
2015,W,WA22X,2154,131,282168
2015,W,WD22Z,1760,296,520960
